Reino;Filo;Classe;Ordem;Família;Gênero;Nome Científico;Autor;Nome Comum;Grupo;Categoria;Consta em Lista Nacional Oficial;Estado;Região;Bioma;Bacia Hidrográfica;Unidade de Conservação Federal;Unidade de Conservação Estadual;RPPN
Animalia;Chordata;Aves;Passeriformes;Turdidae;Cichlopsis;Cichlopsis leucogenys;Cabanis, 1851;sabiá-castanho, Sabiá-castanho;Aves;Em Perigo;Sim;Bahia, Espírito Santo;Nordeste, Sudeste;Mata Atlântica;"Sub-bacia Contas
Sub-bacia Litoral ES";;;
Animalia;Chordata;Aves;Accipitriformes;Accipitridae;Circus;Circus cinereus;Vieillot, 1816;gavião-cinza;Aves;Vulnerável;Sim;Rio Grande do Sul;Sul;Mata Atlântica, Pampa;"Sub-bacia Guaíba
Sub-bacia Ibicuí
Sub-bacia Litoral RS
Sub-bacia Negro RS
Sub-bacia Uruguai Alto
Sub-bacia Uruguai Médio";;;
Animalia;Chordata;Aves;Columbiformes;Columbidae;Paraclaravis;Paraclaravis geoffroyi;(Temminck, 1811);pararu-espelho;Aves;Criticamente em Perigo;Sim;Bahia, Espírito Santo, Minas Gerais, Paraná, Rio de Janeiro, Santa Catarina, São Paulo;Nordeste, Sudeste, Sul;Mata Atlântica;;;;
Animalia;Chordata;Aves;Passeriformes;Conopophagidae;Conopophaga;Conopophaga lineata lineata;Wied, 1831;chupa-dente, Chupa-dente;Aves;Vulnerável;Sim;Bahia;Nordeste;Mata Atlântica;"Sub-bacia Contas
Sub-bacia  Jequitinhonha";PARNA de Boa Nova, PARNA Serra das Lontras, REVIS Boa Nova;;
Animalia;Chordata;Aves;Passeriformes;Furnariidae;Coryphistera;Coryphistera alaudina;Burmeister, 1860;corredor-crestudo, Corredor-crestudo;Aves;Criticamente em Perigo;Sim;Rio Grande do Sul;Sul;Pampa;Sub-bacia Uruguai Médio;;;
Animalia;Chordata;Aves;Passeriformes;Cotingidae;Cotinga;Cotinga maculata;(Statius Muller, 1776);crejoá;Aves;Em Perigo;Sim;Bahia, Espírito Santo, Minas Gerais;Nordeste, Sudeste;Marinho, Mata Atlântica;"Sub-bacia Contas
Sub-bacia Doce
Sub-bacia  Jequitinhonha
Sub-bacia Litoral BA ES";;;
Animalia;Chordata;Aves;Galliformes;Cracidae;Crax;Crax blumenbachii;Spix, 1825;mutum-de-bico-vermelho, Mutum-de-bico-vermelho, mutum-do-sudeste, Mutum-do-sudeste;Aves;Em Perigo;Sim;Bahia, Espírito Santo, Minas Gerais, Rio de Janeiro;Nordeste, Sudeste;Mata Atlântica;"Sub-bacia Contas
Sub-bacia Doce
Sub-bacia Litoral BA ES
Sub-bacia Litoral RJ
Sub-bacia São Francisco Alto";;;
Animalia;Chordata;Aves;Passeriformes;Dendrocolaptidae;Dendrocincla;Dendrocincla taunayi;Pinto, 1939;arapaçu-pardo-do-nordeste;Aves;Em Perigo;Sim;Alagoas, Pernambuco;Nordeste;Mata Atlântica;Sub-bacia Litoral AL PE PB;;;
Animalia;Chordata;Aves;Apodiformes;Trochilidae;Discosura;Discosura langsdorffi langsdorffi;(Temminck, 1821);rabo-de-espinho, Rabo-de-espinho;Aves;Em Perigo;Sim;Bahia, Espírito Santo, Minas Gerais, Rio de Janeiro;Nordeste, Sudeste;Mata Atlântica;Sub-bacia Contas;;;
Animalia;Chordata;Aves;Passeriformes;Thamnophilidae;Dysithamnus;Dysithamnus plumbeus;(Wied, 1831);choquinha-chumbo, Choquinha-chumbo;Aves;Em Perigo;Sim;Bahia, Espírito Santo, Minas Gerais, Rio de Janeiro;Nordeste, Sudeste;Mata Atlântica;"Sub-bacia Contas
Sub-bacia Doce
Sub-bacia Itapecuru-Paraguaçu
Sub-bacia  Jequitinhonha
Sub-bacia Litoral ES
Sub-bacia Paraíba do Sul";;;
Animalia;Chordata;Aves;Passeriformes;Tyrannidae;Elaenia;Elaenia ridleyana;Sharpe, 1888;cocoruta;Aves;Vulnerável;Sim;Pernambuco;Nordeste;Marinho, Mata Atlântica;;;;
Animalia;Chordata;Aves;Passeriformes;Rhinocryptidae;Eleoscytalopus;Eleoscytalopus psychopompus;(Teixeira & Carnevalli, 1989);macuquinho-baiano;Aves;Em Perigo;Sim;Bahia;Nordeste;Mata Atlântica;"Sub-bacia Contas
Sub-bacia Itapecuru-Paraguaçu";;;
Animalia;Chordata;Aves;Passeriformes;Thamnophilidae;Formicivora;Formicivora erythronotos;Hartlaub, 1852;formigueiro-de-cabeça-negra;Aves;Criticamente em Perigo;Sim;Rio de Janeiro;Sudeste;Marinho, Mata Atlântica;Sub-bacia Litoral RJ;;;
Animalia;Chordata;Aves;Passeriformes;Thamnophilidae;Formicivora;Formicivora paludicola;Buzzetti, Belmontes-Lopes, Reinert, Silveira & Bornschein, 2013;bicudinho-do-brejo-paulista;Aves;Criticamente em Perigo;Sim;São Paulo;Sudeste;Mata Atlântica;"Sub-bacia Paraíba do Sul
Sub-bacia Tietê";;;
Animalia;Chordata;Aves;Passeriformes;Thraupidae;Gubernatrix;Gubernatrix cristata;(Vieillot, 1817);cardeal-amarelo;Aves;Criticamente em Perigo;Sim;Rio Grande do Sul;Sul;Pampa;"Sub-bacia Ibicuí
Sub-bacia Litoral RS
Sub-bacia Uruguai Médio";;;
Animalia;Chordata;Aves;Passeriformes;Tityridae;Iodopleura;Iodopleura pipra leucopygia;Salvin, 1885;anambezinho, Anambezinho;Aves;Em Perigo;Sim;Alagoas, Bahia, Espírito Santo, Minas Gerais, Paraíba, Paraná, Pernambuco, Rio de Janeiro, São Paulo;Nordeste, Sudeste, Sul;Caatinga, Marinho, Mata Atlântica;"Sub-bacia Contas
Sub-bacia Doce
Sub-bacia  Jequitinhonha
Sub-bacia Litoral AL PE PB
Sub-bacia Litoral CE PB
Sub-bacia Litoral ES
Sub-bacia Litoral RJ
Sub-bacia Litoral RJ SP
Sub-bacia Litoral SP
Sub-bacia Litoral SP PR SC
Sub-bacia Paraíba
Sub-bacia Paraíba do Sul";;;
Animalia;Chordata;Aves;Passeriformes;Furnariidae;Leptasthenura;Leptasthenura platensis;Reichenbach, 1853;rabudinho, Rabudinho;Aves;Criticamente em Perigo;Sim;Rio Grande do Sul;Sul;Pampa;"Sub-bacia Litoral RS
Sub-bacia Uruguai Médio";;;
Animalia;Chordata;Aves;Passeriformes;Rhinocryptidae;Merulaxis;Merulaxis stresemanni;Sick, 1960;entufado-baiano;Aves;Criticamente em Perigo;Sim;Bahia, Minas Gerais;Nordeste, Sudeste;Mata Atlântica;Sub-bacia  Jequitinhonha;;;
Animalia;Chordata;Aves;Passeriformes;Thamnophilidae;Myrmotherula;Myrmotherula fluminensis;Gonzaga, 1988;choquinha-fluminense;Aves;Criticamente em Perigo;Sim;Rio de Janeiro;Sudeste;Mata Atlântica;;;;
Animalia;Chordata;Aves;Passeriformes;Thamnophilidae;Myrmotherula;Myrmotherula snowi;Teixeira & Gonzaga, 1985;choquinha-de-alagoas;Aves;Criticamente em Perigo;Sim;Alagoas;Nordeste;Mata Atlântica;Sub-bacia Litoral AL PE PB;;;
Animalia;Chordata;Aves;Passeriformes;Thraupidae;Nemosia;Nemosia rourei;Cabanis, 1870;saíra-apunhalada, Saíra-apunhalada;Aves;Criticamente em Perigo;Sim;Espírito Santo;Sudeste;Mata Atlântica;Sub-bacia Litoral ES;;;
Animalia;Chordata;Aves;Cuculiformes;Cuculidae;Neomorphus;Neomorphus geoffroyi dulcis;Snethlage, 1927;jacu-estalo, Jacu-estalo;Aves;Em Perigo;Sim;Espírito Santo, Minas Gerais;Sudeste;Mata Atlântica;Sub-bacia Doce;REBIO de Sooretama;;
Animalia;Chordata;Aves;Nyctibiiformes;Nyctibiidae;Nyctibius;Nyctibius leucopterus;(Wied, 1821);urutau-de-asa-branca;Aves;Criticamente em Perigo;Sim;Bahia, Espírito Santo, Maranhão, Pará;Nordeste, Norte, Sudeste;Amazônia, Mata Atlântica;"Sub-bacia Contas
Sub-bacia Doce
Sub-bacia Itapecuru-Paraguaçu
Sub-bacia Litoral BA ES
Sub-bacia Mearim
Sub-bacia Paru";;;
Animalia;Chordata;Aves;Passeriformes;Thamnophilidae;Formicivora;Formicivora littoralis;Gonzaga & Pacheco, 1990;formigueiro-do-litoral;Aves;Em Perigo;Sim;Rio de Janeiro;Sudeste;Marinho, Mata Atlântica;Sub-bacia Litoral RJ;RESEX Arraial do Cabo;ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE SAPIATIBA, ÁREA DE PROTEçãO AMBIENTAL DE MASSAMBABA, ÁREA DE PROTEÇÃO AMBIENTAL DO PAU BRASIL, PARQUE ESTADUAL DA COSTA DO SOL;
Animalia;Chordata;Aves;Apodiformes;Trochilidae;Glaucis;Glaucis dohrnii;(Bourcier & Mulsant, 1852);balança-rabo-canela;Aves;Vulnerável;Sim;Bahia, Espírito Santo, Minas Gerais;Nordeste, Sudeste;Mata Atlântica;"Sub-bacia Contas
Sub-bacia Doce
Sub-bacia  Jequitinhonha
Sub-bacia Litoral BA ES";;;
Animalia;Chordata;Aves;Accipitriformes;Accipitridae;Leptodon;Leptodon forbesi;(Swann, 1922);gavião-de-pescoço-branco, gavião-gato-do-nordeste;Aves;Em Perigo;Sim;Alagoas, Paraíba, Pernambuco;Nordeste;Mata Atlântica;"Sub-bacia Litoral AL PE PB
Sub-bacia Litoral CE PB";;;
Animalia;Chordata;Aves;Coraciiformes;Momotidae;Momotus;Momotus momota marcgravianus;Pinto & Camargo, 1961;udu-de-coroa-azul-do-nordeste, Udu-de-coroa-azul-do-nordeste;Aves;Em Perigo;Sim;Alagoas, Paraíba, Pernambuco, Rio Grande do Norte;Nordeste;Caatinga, Mata Atlântica;"Sub-bacia Litoral AL PE PB
Sub-bacia Litoral CE PB
Sub-bacia Paraíba";;;
Animalia;Chordata;Aves;Galbuliformes;Bucconidae;Monasa;Monasa morphoeus morphoeus;(Hahn & Küster, 1823);chora-chuva-de-cara-branca, Chora-chuva-de-cara-branca;Aves;Em Perigo;Sim;Bahia, Espírito Santo;Nordeste, Sudeste;Mata Atlântica;"Sub-bacia Contas
Sub-bacia Doce
Sub-bacia Litoral BA ES";;;
Animalia;Chordata;Aves;Passeriformes;Thamnophilidae;Myrmoderus;Myrmoderus ruficauda;(Wied, 1831);formigueiro-de-cauda-ruiva;Aves;Em Perigo;Sim;Alagoas, Bahia, Espírito Santo, Minas Gerais, Paraíba, Pernambuco;Nordeste, Sudeste;Caatinga, Mata Atlântica;"Sub-bacia Contas
Sub-bacia Doce
Sub-bacia Itapecuru-Paraguaçu
Sub-bacia  Jequitinhonha
Sub-bacia Litoral AL PE PB
Sub-bacia Litoral BA ES
Sub-bacia Litoral CE PB
Sub-bacia Litoral ES
Sub-bacia Paraíba";;;
Animalia;Chordata;Aves;Passeriformes;Pipridae;Neopelma;Neopelma aurifrons;(Wied, 1831);fruxu-baiano, Fruxu-baiano;Aves;Em Perigo;Sim;Bahia, Espírito Santo, Minas Gerais;Nordeste, Sudeste;Caatinga, Cerrado, Mata Atlântica;"Sub-bacia Contas
Sub-bacia Doce
Sub-bacia Itapecuru-Paraguaçu
Sub-bacia  Jequitinhonha
Sub-bacia Litoral ES";;;
Animalia;Chordata;Aves;Nyctibiiformes;Nyctibiidae;Nyctibius;Nyctibius aethereus aethereus;(Wied, 1820);mãe-da-lua-parda, Mãe-da-lua-parda;Aves;Em Perigo;Sim;Bahia, Espírito Santo, Rio de Janeiro;Nordeste, Sudeste;Marinho, Mata Atlântica;"Sub-bacia Contas
Sub-bacia Doce
Sub-bacia Litoral ES
Sub-bacia Litoral RJ";;;
Animalia;Chordata;Aves;Apodiformes;Trochilidae;Phaethornis;Phaethornis margarettae;Ruschi, 1972;rabo-branco-de-margarette, Rabo-branco-de-margarette;Aves;Em Perigo;Sim;Alagoas, Bahia, Espírito Santo, Pernambuco;Nordeste, Sudeste;Caatinga, Mata Atlântica;"Sub-bacia Contas
Sub-bacia Itapecuru-Paraguaçu
Sub-bacia Litoral AL PE PB
Sub-bacia Litoral BA ES";;;
Animalia;Chordata;Aves;Piciformes;Picidae;Piculus;Piculus polyzonus;(Valenciennes, 1826);pica-pau-dourado-grande;Aves;Em Perigo;Sim;Bahia, Espírito Santo, Minas Gerais;Nordeste, Sudeste;Mata Atlântica;"Sub-bacia Doce
Sub-bacia Litoral BA ES
Sub-bacia Litoral ES";;;
Animalia;Chordata;Aves;Passeriformes;Thamnophilidae;Formicivora;Formicivora acutirostris;(Bornschein, Reinert & Teixeira, 1995);bicudinho-do-brejo;Aves;Vulnerável;Sim;Paraná, Rio Grande do Sul, Santa Catarina;Sul;Mata Atlântica;"Sub-bacia Litoral RS
Sub-bacia Litoral SP PR SC";;;
Animalia;Chordata;Aves;Galliformes;Cracidae;Pauxi;Pauxi mitu;(Linnaeus, 1766);mutum-do-nordeste, Mutum-do-nordeste;Aves;Extinta na Natureza;Sim;;;;;;;
Animalia;Chordata;Aves;Passeriformes;Grallariidae;Grallaria;Grallaria varia intercedens;Berlepsch & Leverkühn, 1890;tovacuçu, Tovacuçu;Aves;Em Perigo;Sim;Bahia;Nordeste;Mata Atlântica;"Sub-bacia Contas
Sub-bacia Litoral BA ES";;;
Animalia;Chordata;Aves;Passeriformes;Rhynchocyclidae;Hemitriccus;Hemitriccus kaempferi;(Zimmer, 1953);maria-catarinense;Aves;Vulnerável;Sim;Paraná, Santa Catarina;Sul;Mata Atlântica;Sub-bacia Litoral SP PR SC;;ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA;RPPN Bio Estação Águas Cristalinas, RPPN Fazenda Palmital, RPPN Parque Ecológico ARTEX, RPPN Reserva do Caraguatá II
Animalia;Chordata;Aves;Passeriformes;Tityridae;Laniisoma;Laniisoma elegans;(Thunberg, 1823);chibante, Chibante;Aves;Em Perigo;Sim;Espírito Santo, Minas Gerais, Rio de Janeiro, São Paulo;Sudeste;Cerrado, Marinho, Mata Atlântica;"Sub-bacia Doce
Sub-bacia Litoral ES
Sub-bacia Litoral RJ
Sub-bacia Litoral SP
Sub-bacia Litoral SP PR SC
Sub-bacia Paraíba do Sul
Sub-bacia São Francisco Alto
Sub-bacia Tietê";;;
Animalia;Chordata;Aves;Passeriformes;Cotingidae;Lipaugus;Lipaugus conditus;(Snow, 1980);saudade-de-asa-cinza;Aves;Vulnerável;Sim;Rio de Janeiro;Sudeste;Mata Atlântica;"Sub-bacia Litoral RJ
Sub-bacia Paraíba do Sul";;;
Animalia;Chordata;Aves;Passeriformes;Thamnophilidae;Myrmotherula;Myrmotherula minor;Salvadori, 1864;choquinha-pequena;Aves;Vulnerável;Sim;Bahia, Espírito Santo, Minas Gerais, Rio de Janeiro, São Paulo;Nordeste, Sudeste;Mata Atlântica;"Sub-bacia Contas
Sub-bacia Doce
Sub-bacia  Jequitinhonha
Sub-bacia Litoral ES
Sub-bacia Litoral RJ
Sub-bacia Litoral RJ SP
Sub-bacia Litoral SP
Sub-bacia Paraíba do Sul
Sub-bacia Tietê";;;
Animalia;Chordata;Aves;Passeriformes;Thamnophilidae;Myrmotherula;Myrmotherula urosticta;(Sclater, 1857);choquinha-de-rabo-cintado, Choquinha-de-rabo-cintado;Aves;Vulnerável;Sim;Bahia, Espírito Santo, Rio de Janeiro;Nordeste, Sudeste;Mata Atlântica;"Sub-bacia Contas
Sub-bacia Doce
Sub-bacia Itapecuru-Paraguaçu
Sub-bacia  Jequitinhonha
Sub-bacia Litoral BA ES
Sub-bacia Litoral ES
Sub-bacia Litoral RJ";;ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU, ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE, ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA, ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO;Estação Veracel, RPN Salto Apepique, RPPN Araçari, RPPN Ecoparque de Una, RPPN Fazenda Paraíso, RPPN São Joquim da Cabonha APA I e APA II
Animalia;Chordata;Aves;Passeriformes;Onychorhynchidae;Onychorhynchus;Onychorhynchus swainsoni;(Pelzeln, 1858);maria-leque-do-sudeste, Maria-leque-do-sudeste;Aves;Vulnerável;Sim;Minas Gerais, Paraná, Rio de Janeiro, Santa Catarina, São Paulo;Sudeste, Sul;Mata Atlântica;"Sub-bacia Iguaçu
Sub-bacia Litoral RJ
Sub-bacia Litoral RJ SP
Sub-bacia Litoral SP
Sub-bacia Litoral SP PR SC
Sub-bacia Paraíba do Sul
Sub-bacia Paranapanema";;;
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Pionus;Pionus reichenowi;Heine, 1844;maitaca-de-barriga-azul;Aves;Vulnerável;Sim;Alagoas, Bahia, Espírito Santo, Pernambuco;Nordeste, Sudeste;Mata Atlântica;"Sub-bacia Doce
Sub-bacia Litoral AL PE PB
Sub-bacia Litoral BA ES
Sub-bacia Litoral ES";PARNA do Pau Brasil;;
Animalia;Chordata;Aves;Passeriformes;Platyrinchidae;Platyrinchus;Platyrinchus leucoryphus;Wied, 1831;patinho-de-asa-castanha, Patinho-de-asa-castanha;Aves;Vulnerável;Sim;Espírito Santo, Paraná, Rio de Janeiro, Santa Catarina, São Paulo;Sudeste, Sul;Cerrado, Mata Atlântica;"Sub-bacia Litoral ES
Sub-bacia Litoral RJ
Sub-bacia Litoral RJ SP
Sub-bacia Litoral SP
Sub-bacia Litoral SP PR SC
Sub-bacia Paraíba do Sul
Sub-bacia Tietê";;;
Animalia;Chordata;Aves;Passeriformes;Platyrinchidae;Platyrinchus;Platyrinchus mystaceus niveigularis;Pinto, 1954;patinho-do-nordeste;Aves;Vulnerável;Sim;Alagoas, Paraíba, Pernambuco, Rio Grande do Norte;Nordeste;Mata Atlântica;"Sub-bacia Litoral AL PE PB
Sub-bacia Litoral CE PB
Sub-bacia Paraíba";;;
Animalia;Chordata;Aves;Strigiformes;Strigidae;Pulsatrix;Pulsatrix perspicillata pulsatrix;(Wied, 1820);murucututu;Aves;Criticamente em Perigo;Sim;;;;;;;
Animalia;Chordata;Aves;Passeriformes;Thamnophilidae;Pyriglena;Pyriglena atra;(Swainson, 1825);papa-taoca-da-bahia, Papa-taoca-da-bahia;Aves;Em Perigo;Sim;;;;;;;
Animalia;Chordata;Aves;Passeriformes;Thamnophilidae;Pyriglena;Pyriglena pernambucensis;Zimmer, 1931;papa-taoca-de-pernambuco;Aves;Vulnerável;Sim;Alagoas, Paraíba, Pernambuco;Nordeste;Mata Atlântica;"Sub-bacia Litoral AL PE PB
Sub-bacia Litoral CE PB";;;
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Pyrrhura;Pyrrhura cruentata;(Wied, 1820);tiriba-grande, Tiriba-grande;Aves;Vulnerável;Sim;;;;;;;
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Pyrrhura;Pyrrhura leucotis;(Kuhl, 1820);tiriba-de-orelha-branca;Aves;Vulnerável;Sim;Bahia, Espírito Santo, Minas Gerais, Rio de Janeiro;Nordeste, Sudeste;Mata Atlântica;"Sub-bacia Doce
Sub-bacia Litoral BA ES
Sub-bacia Litoral RJ
Sub-bacia Paraíba do Sul";;;
Animalia;Chordata;Aves;Passeriformes;Scleruridae;Sclerurus;Sclerurus caudacutus caligineus;Pinto, 1954;vira-folha-pardo, Vira-folha-pardo;Aves;Criticamente em Perigo;Sim;Alagoas;Nordeste;Mata Atlântica;Sub-bacia Litoral AL PE PB;;;
Animalia;Chordata;Aves;Passeriformes;Scleruridae;Sclerurus;Sclerurus caudacutus umbretta;(Lichtenstein, 1823);vira-folha-pardo, Vira-folha-pardo;Aves;Criticamente em Perigo;Sim;Espírito Santo;Sudeste;Mata Atlântica;Sub-bacia Doce;;;
Animalia;Chordata;Aves;Passeriformes;Scleruridae;Sclerurus;Sclerurus macconnelli bahiae;Chubb, 1919;vira-folha-de-peito-vermelho, Vira-folha-de-peito-vermelho;Aves;Em Perigo;Sim;;;;;;;
Animalia;Chordata;Aves;Passeriformes;Rhinocryptidae;Scytalopus;Scytalopus iraiensis;Bornschein, Reinert & Pichorim, 1998;macuquinho-da-várzea;Aves;Em Perigo;Sim;Minas Gerais, Paraná, Rio Grande do Sul, Santa Catarina;Sudeste, Sul;Cerrado, Mata Atlântica, Pampa;"Sub-bacia Doce
Sub-bacia Grande
Sub-bacia Guaíba
Sub-bacia Iguaçu
Sub-bacia Litoral RJ SP
Sub-bacia Litoral RS
Sub-bacia Litoral SP PR SC
Sub-bacia Paranapanema
Sub-bacia São Francisco Alto
Sub-bacia Uruguai Alto";APA do Morro da Pedreira;;
Animalia;Chordata;Aves;Passeriformes;Thraupidae;Sporophila;Sporophila falcirostris;(Temminck, 1820);cigarra-verdadeira;Aves;Vulnerável;Sim;Bahia, Espírito Santo, Mato Grosso do Sul, Minas Gerais, Paraná, Rio de Janeiro, Santa Catarina, São Paulo;Centro-Oeste, Nordeste, Sudeste, Sul;Cerrado, Mata Atlântica;"Sub-bacia Contas
Sub-bacia Doce
Sub-bacia Grande
Sub-bacia Itapecuru-Paraguaçu
Sub-bacia  Jequitinhonha
Sub-bacia Litoral BA ES
Sub-bacia Litoral ES
Sub-bacia Litoral RJ
Sub-bacia Litoral RJ SP
Sub-bacia Litoral SP
Sub-bacia Litoral SP PR SC
Sub-bacia Paraguai 01
Sub-bacia Paraíba do Sul
Sub-bacia Paranapanema
Sub-bacia São Francisco Alto
Sub-bacia Tietê";APA Guaraqueçaba, APA Petrópolis, PARNA de Itatiaia, PARNA Iguaçu;APA CAMPOS DO JORDÃO, APA SAPUCAí MIRIM, APA SERRA DO MAR, APA SISTEMA CANTAREIRA, ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU, PARQUE ESTADUAL INTERVALES;RPPN Caetezal, RPPN CEC/Tinguá, RPPN CEFLUSMME, RPPN dos Feixos, RPPN Ecoparque de Una, RPPN Fattoria Grigia, RPPN Fazenda Arco-Íris, RPPN Fazenda Barra do Sana, RPPN Fazenda Córrego da Luz, RPPN Fazenda Limeira, RPPN Fazenda Palmital, RPPN Fazenda San Michele, RPPN Fazenda Santa Izabel, RPPN Fazenda São Geraldo, RPPN Fazenda Silvo Agro-Pastoril Gonçalves, RPPN Fazenda Suspiro, RPPN Gleba O Saquinho de Itapirapuá, RPPN Morro do Curussu Mirim, RPPN Parque Ecológico ARTEX, RPPN Prima Luna, RPPN Reserva Rizzieri, RPPN Sítio Capuavinha, RPPN Sítio Curucutu, RPPN Sítio do Bananal, RPPN Sítio do Jacu, RPPN Usina Mauricio, RPPN Vila Ana Angélica
Animalia;Chordata;Aves;Passeriformes;Thraupidae;Sporophila;Sporophila frontalis;(Verreaux, 1869);pixoxó;Aves;Vulnerável;Sim;Bahia, Espírito Santo, Minas Gerais, Paraná, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, São Paulo;Nordeste, Sudeste, Sul;Mata Atlântica;"Sub-bacia Contas
Sub-bacia Doce
Sub-bacia Grande
Sub-bacia Iguaçu
Sub-bacia  Jequitinhonha
Sub-bacia Litoral ES
Sub-bacia Litoral RJ
Sub-bacia Litoral RJ SP
Sub-bacia Litoral RS
Sub-bacia Litoral SP
Sub-bacia Litoral SP PR SC
Sub-bacia Paraíba do Sul
Sub-bacia Paranapanema
Sub-bacia São Francisco Alto
Sub-bacia Tietê
Sub-bacia Uruguai Alto";APA Bacia do Rio Paraíba do Sul, APA Bacia do Rio São João/Mico-Leão-Dourado, APA Guaraqueçaba, APA Petrópolis, APA Serra da Mantiqueira, PARNA Alto Cariri, PARNA da Serra da Bocaina, PARNA da Serra dos Órgãos, PARNA da Tijuca, PARNA de Itatiaia, PARNA Saint-Hilaire/Lange, PARNA Serra das Lontras, REBIO de Sooretama, REBIO do Tinguá;APA CAMPOS DO JORDÃO, APA CORUMBATAÍ BOTUCATU TEJUPA PERIMETRO BOTUCATU, APA SAPUCAí MIRIM, APA SISTEMA CANTAREIRA, APA VáRZEA DO RIO TIETê, ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU, ÁREA DE PROTEÇÃO AMBIENTAL DO IRAÍ, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA, ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS, ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DO CAPIVARI-MONOS, PARQUE ESTADUAL DA SERRA DO MAR, PARQUE ESTADUAL  DE ILHABELA;RPPN Bio Estação Águas Cristalinas, RPPN Cachoeira Boa Vista, RPPN Caetezal, RPPN CEFLUSMME, RPPN dos Feixos, RPPN Fattoria Grigia, RPPN Fazenda Alto da Boa Vista, RPPN Fazenda Barra do Sana, RPPN Fazenda Limeira, RPPN Fazenda Pedra Bonita, RPPN Fazenda San Michele, RPPN Fazenda Santa Izabel, RPPN Fazenda São Geraldo, RPPN Fazenda Silvo Agro-Pastoril Gonçalves, RPPN Fazenda Suspiro, RPPN Gleba O Saquinho de Itapirapuá, RPPN Morro do Curussu Mirim, RPPN Parque Ecológico ARTEX, RPPN Prima Luna, RPPN Reserva Rizzieri, RPPN Sítio Capuavinha, RPPN Sítio Curucutu, RPPN Sítio do Bananal, RPPN Sítio do Jacu, RPPN Sítio Grimpas, RPPN Sítio São Domingos/Agartha, RPPN Vila Ana Angélica, RPPN Voturuna II, Sítio do Cantoneiro
Animalia;Chordata;Aves;Passeriformes;Thamnophilidae;Terenura;Terenura sicki;Teixeira & Gonzaga, 1983;zidedê-do-nordeste;Aves;Em Perigo;Sim;Alagoas, Pernambuco;Nordeste;Caatinga, Mata Atlântica;"Sub-bacia Litoral AL PE PB
Sub-bacia Paraíba";;ÁREA DE PROTEÇÃO AMBIENTAL DE MURICÍ;
Animalia;Chordata;Aves;Apodiformes;Trochilidae;Thalurania;Thalurania watertonii;(Bourcier, 1847);beija-flor-de-costas-violeta, beija-flor-de-costas-violetas;Aves;Em Perigo;Sim;Alagoas, Pernambuco;Nordeste;Mata Atlântica;Sub-bacia Litoral AL PE PB;;;
Animalia;Chordata;Aves;Passeriformes;Thamnophilidae;Thamnophilus;Thamnophilus aethiops distans;Pinto, 1954;choca-lisa, Choca-lisa;Aves;Em Perigo;Sim;Alagoas, Pernambuco;Nordeste;Mata Atlântica;Sub-bacia Litoral AL PE PB;;;
Animalia;Chordata;Aves;Passeriformes;Thamnophilidae;Thamnophilus;Thamnophilus caerulescens pernambucensis;Naumburg, 1937;choca-da-mata;Aves;Vulnerável;Sim;Alagoas, Paraíba, Pernambuco;Nordeste;Caatinga, Mata Atlântica;"Sub-bacia Litoral AL PE PB
Sub-bacia Litoral CE PB";;;
Animalia;Chordata;Aves;Passeriformes;Furnariidae;Thripophaga;Thripophaga macroura;(Wied, 1821);rabo-amarelo, Rabo-amarelo;Aves;Vulnerável;Sim;Bahia, Espírito Santo, Minas Gerais, Rio de Janeiro;Nordeste, Sudeste;Mata Atlântica;"Sub-bacia Contas
Sub-bacia Doce
Sub-bacia Itapecuru-Paraguaçu
Sub-bacia  Jequitinhonha
Sub-bacia Litoral BA ES
Sub-bacia Litoral ES";;;
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Touit;Touit melanonotus;(Wied, 1820);apuim-de-costas-pretas, Apuim-de-costas-pretas;Aves;Vulnerável;Sim;Bahia, Espírito Santo, Minas Gerais, Paraná, Rio de Janeiro, Santa Catarina, São Paulo;Nordeste, Sudeste, Sul;Mata Atlântica;"Sub-bacia Contas
Sub-bacia Grande
Sub-bacia Litoral BA ES
Sub-bacia Litoral ES
Sub-bacia Litoral RJ
Sub-bacia Litoral RJ SP
Sub-bacia Litoral SP
Sub-bacia Litoral SP PR SC
Sub-bacia Paraíba do Sul";;;
